ISBN,TITLE,AUTHOR,PUBLISHER,YEAR,FOUND/NOT FOUND,LINK
4264021685,世界宣教の展望,"ラルフ・D.ウィンター,",いのちのことば社,2003,Not Found,No Link
9784902084641,パリ = Paris 1 (19世紀の首都),喜多崎親,竹林舎,2014,Not Found,No Link
9784093884679,逆説の世界史 = AN UPSIDE-DOWN HISTORY OF THE WORLD 2,井沢元彦,小学館,2016,Not Found,No Link
nan,ドイツ・文学の描くその紋様 : 棗田光行先生退職記念論集,棗田光行先生退職記念論集編集委員会,棗田光行先生退職記念論集編集委員会,2002,Not Found,No Link
nan,平和学論集 : 長期的共同研究組織「平和研究」 3,,大阪産業大学産業研究所,2005,Not Found,No Link
9784846008819,戦後出版史 : 昭和の雑誌・作家・編集者 : 戦後出版界40年の興亡史,塩澤実信,論創社,2010,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990127078930203941/catalog
4890071482,空気マイナスイオン実用ハンドブック : バイオ・農畜産・医療・環境生理,"琉子友男,",人間と歴史社,2003,Not Found,No Link
4811380576,平和を求めた人びと,歴史教育者協議会,汐文社,2005,Not Found,No Link
9784903487540,ルネサンス人物列伝,"ロバート・デイヴィス,",悠書館,2012,Not Found,No Link
9784772290098,ルクリュの19世紀世界地理 第1期セレクション5,エリゼ・ルクリュ,古今書院,2018,Not Found,No Link
9784130611800,ロシア宇宙開発史 = A HISTORY OF SPACE DEVELOPMENT IN RUSSIA : 気球からヴォストークまで,冨田信之,東京大学出版会,2012,Not Found,No Link
406212100X,総説・図説旧約聖書大全,ジョン・ドレイン,講談社,2003,Not Found,No Link
9784880083988,大海の光 : ステフィとネッリの物語,アニカ・トール,新宿書房,2009,Not Found,No Link
4764272318,関根正雄著作集 別巻 (補遺),関根正雄,教文館,2004,Not Found,No Link
9784621084922,シリーズ生命倫理学 15,シリーズ生命倫理学編集委員会,丸善出版,2012,Not Found,No Link
9784621084823,シリーズ生命倫理学 5,シリーズ生命倫理学編集委員会,丸善出版,2012,Not Found,No Link
9784585291404,昭和文学の上海体験,大橋毅彦,勉誠出版,2017,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990149794650203941/catalog
9784779113970,北米の小さな博物館 : 「知」の世界遺産 2,北米エスニシティ研究会,彩流社,2009,Not Found,No Link
9784894730809,資料体系アジア・アフリカ国際関係政治社会史 第10巻 35b (アジア・アフリカ便覧 1. 2 (アジア)),浦野起央,パピルス出版,2015,Not Found,No Link
nan,欧米言語文化論集 = Studies on European and American languages and cultures 3,"大友展也,",岩手大学人文社会科学部国際文化課程欧米言語文化コース,2018,Not Found,No Link
9784582808131,インドの驚異譚 : 10世紀〈海のアジア〉の説話集 1,ブズルク・ブン・シャフリヤール,平凡社,2011,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990146530980203941/catalog
9784309624723,思想史の名脇役たち : 知られざる知識人群像,合田正人,河出書房新社,2014,Not Found,No Link
9784870852051,学術出版の技術変遷論考 : 活版からDTPまで,中西秀彦,印刷学会出版部,2011,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990135130350203941/catalog
9784055008167 9784058111857,心に響くあの人のことば 第2期 4 (社会の役に立つ。),押谷由夫,学研教育出版,2011,Not Found,No Link
9784309762739,図説指輪の文化史,浜本隆志,河出書房新社,2018,Not Found,No Link
4338174226,ジュリエッタ荘の幽霊,ベアトリーチェ・ソリナス・ドンギ,小峰書店,2005,Not Found,No Link
9784846015619,アメリカ映画のイデオロギー : 視覚と娯楽の政治学,"細谷等,",論創社,2016,Not Found,No Link
9784585222743,ニコラエフスクの日本人虐殺 : 一九二○年、尼港事件の真実,アナトーリー・グートマン,勉誠出版,2020,Not Found,No Link
9784880083865,睡蓮の池 : ステフィとネッリの物語,アニカ・トール,新宿書房,2008,Not Found,No Link
9784762995651,敦煌・吐魯番文書の世界とその時代,"土肥義和,",東洋文庫,2017,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990150412680203941/catalog
9784809702860,敦煌・吐魯番文書の世界とその時代,"土肥義和,",東洋文庫中央アジア研究班,2017,Not Found,No Link
9784930785657,エスペラント運動を考える : la movado誌から,小西岳,日本エスペラント図書刊行会,2016,Not Found,No Link
9784766420807,井筒俊彦全集 第10巻,井筒俊彦,慶應義塾大学出版会,2015,Not Found,No Link
4894345447,満鉄調査部の軌跡 : 1907-1945,小林英夫,藤原書店,2006,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990102840240203941/catalog
9784621087190,人の移動事典 : 日本からアジアへ・アジアから日本へ,吉原和男,丸善出版,2013,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990139022950203941/catalog
9784805108901,旅の博物誌,樺山紘一,千倉書房,2007,Not Found,No Link
9784780719659,歴史を歩くワルシャワ : 国王選挙の始まりから1944年8月蜂起前まで,尾崎俊二,戸倉書院,2020,Not Found,No Link
4794899599,世界の福祉国家 : 課題と将来,"白鳥令,",新評論,2002,Not Found,No Link
9784406050692,地球の心はなに思う,日本児童文学者協会,新日本出版社,2007,Not Found,No Link
4873788862,ことばの標 : 平井昭徳君追悼論文集,"大津隆広,",九州大学出版会,2005,Not Found,No Link
nan,文学における女性と暴力,福岡女子大学文学研究会,福岡女子大学文学研究会,2006,Not Found,No Link
9784894349186,岡田英弘著作集 1 (歴史とは何か),岡田英弘,藤原書店,2013,"Held in Harvard-Yenching Library, Harvard University",https://id.lib.harvard.edu/alma/990137437520203941/catalog
